product_id,product_name,category_id,category,subcategory,unit_cost,unit_price
PROD00096,Urban Smartphones Plus 588,3,Mobile & Tablets,Smartphones,2224.05,2792.36
PROD00097,Titan Cases Ultra 865,3,Mobile & Tablets,Cases,29916.09,41582.19
PROD00098,Eco Tablets Pro 379,3,Mobile & Tablets,Tablets,18561.77,21507.66
PROD00099,Titan Power Banks Max 269,3,Mobile & Tablets,Power Banks,33939.22,48392.65
PROD00100,Titan Smartphones Ultra 677,3,Mobile & Tablets,Smartphones,27193.99,31957.95
PROD00101,Zenith Cases Plus 286,3,Mobile & Tablets,Cases,3910.82,4942.22
PROD00102,Eco Tablets Lite 445,3,Mobile & Tablets,Tablets,30926.73,39083.28
PROD00103,Nova Cases X 581,3,Mobile & Tablets,Cases,2736.56,3589.9
PROD00104,Volt Power Banks Max 170,3,Mobile & Tablets,Power Banks,31686.86,42635.5
PROD00105,Volt Smartphones Pro 959,3,Mobile & Tablets,Smartphones,2774.44,3317.44
PROD00106,Eco Tablets Max 217,3,Mobile & Tablets,Tablets,23430.84,28477.6
PROD00107,Pulse Power Banks Pro 720,3,Mobile & Tablets,Power Banks,25075.4,34463.08
PROD00108,Zenith Smartphones Lite 210,3,Mobile & Tablets,Smartphones,23990.02,34273.73
PROD00109,Titan Cases Max 303,3,Mobile & Tablets,Cases,4887.87,6633.74
PROD00110,Aura Tablets Max 891,3,Mobile & Tablets,Tablets,13460.14,18242.23
PROD00111,Urban Smartphones X 455,3,Mobile & Tablets,Smartphones,22244.32,29995.49
PROD00112,Pro Smartphones Max 449,3,Mobile & Tablets,Smartphones,2480.78,3165.52
PROD00113,Aura Cases Plus 470,3,Mobile & Tablets,Cases,26152.23,36576.83
PROD00114,titan tablets pro 851,3,Mobile & Tablets,Tablets,21826.38,29359.47
PROD00115,Eco Cases Plus 945,3,Mobile & Tablets,Cases,29779.0,36643.61
PROD00116,Aura Tablets Lite 561,3,Mobile & Tablets,Tablets,11266.81,14527.57
PROD00117,Pulse Cases X 606,3,Mobile & Tablets,Cases,34336.21,41359.75
PROD00118,Pulse Tablets Lite 448,3,Mobile & Tablets,Tablets,12627.02,16779.37
PROD00119,Pro Power Banks X 629,3,Mobile & Tablets,Power Banks,38026.38,44707.0
PROD00120,Eco Cases Ultra 876,3,Mobile & Tablets,Cases,11132.31,14392.16
PROD00121,Eco Cases X 195,3,Mobile & Tablets,Cases,13180.95,16757.21
PROD00122,Nova Tablets Max 695,3,Mobile & Tablets,Tablets,16022.78,21086.65
PROD00123,Titan Power Banks Max 663,3,Mobile & Tablets,Power Banks,14570.07,19827.77
PROD00124,Nova Power Banks Lite 336,3,Mobile & Tablets,Power Banks,6584.92,7953.11
PROD00125,Pro Smartphones Max 289,3,Mobile & Tablets,Smartphones,9278.56,12726.3
PROD00126,Urban Power Banks Ultra 711,3,Mobile & Tablets,Power Banks,12753.95,15051.67
PROD00127,Nova Refrigerators Pro 469,4,Home Appliances,Refrigerators,8818.78,10179.03
PROD00128,Nova Refrigerators X 155,4,Home Appliances,Refrigerators,23027.64,31299.75
PROD00129,Eco Refrigerators X 993,4,Home Appliances,Refrigerators,2466.09,3046.36
PROD00130,Eco Microwaves Lite 288,4,Home Appliances,Microwaves,38688.91,47422.68
PROD00131,Aura Microwaves X 510,4,Home Appliances,Microwaves,20686.37,27370.27
PROD00132,Zenith Air Conditioners Pro 930,4,Home Appliances,Air Conditioners,23387.9,29027.91
PROD00133,Aura Refrigerators Ultra 882,4,Home Appliances,Refrigerators,17814.61,23672.74
PROD00134,Pro Refrigerators Plus 561,4,Home Appliances,Refrigerators,36523.17,45259.72
PROD00135,Nova Microwaves Ultra 735,4,Home Appliances,Microwaves,4288.75,6167.36
PROD00136,Volt Air Conditioners Max 316,4,Home Appliances,Air Conditioners,12056.55,14158.69
PROD00137,Zenith Refrigerators Ultra 176,4,Home Appliances,Refrigerators,7948.24,10114.57
PROD00138,Nova Microwaves X 337,4,Home Appliances,Microwaves,12947.99,15988.37
PROD00139,Aura Microwaves Max 339,4,Home Appliances,Microwaves,37108.62,51445.48
PROD00140,Titan Refrigerators X 657,4,Home Appliances,Refrigerators,10542.76,12595.4
PROD00141,Zenith Washing Machines X 161,4,Home Appliances,Washing Machines,8305.07,10317.25
PROD00142,Eco Washing Machines X 579,4,Home Appliances,Washing Machines,28169.76,38308.63
PROD00143,Pro Washing Machines Ultra 605,4,Home Appliances,Washing Machines,18634.84,24773.36
PROD00144,Pulse Microwaves Ultra 356,4,Home Appliances,Microwaves,2982.87,3635.15
PROD00145,Nova Air Conditioners Ultra 141,4,Home Appliances,Air Conditioners,30998.14,37277.04
PROD00146,Nova Microwaves Pro 699,4,Home Appliances,Microwaves,18563.63,25882.78
PROD00147,Eco Air Conditioners Lite 518,4,Home Appliances,Air Conditioners,14665.72,19813.97
PROD00148,Pulse Refrigerators Plus 810,4,Home Appliances,Refrigerators,20827.82,28092.05
PROD00149,Pro Microwaves X 565,4,Home Appliances,Microwaves,5346.27,6553.03
PROD00150,Titan Air Conditioners Ultra 944,4,Home Appliances,Air Conditioners,39548.53,53283.66
PROD00151,Titan Microwaves X 292,4,Home Appliances,Microwaves,21700.7,29009.28
PROD00152,Eco Microwaves X 308,4,Home Appliances,Microwaves,12148.14,14447.83
PROD00153,Eco Washing Machines Max 596,4,Home Appliances,Washing Machines,6614.19,9537.29
PROD00154,Zenith Refrigerators Lite 664,4,Home Appliances,Refrigerators,2519.63,3205.97
PROD00155,Aura Refrigerators Plus 220,4,Home Appliances,Refrigerators,26612.97,31834.2
PROD00156,Pro Washing Machines Max 379,4,Home Appliances,Washing Machines,17788.63,23031.83
PROD00157,Volt Microwaves Plus 664,4,Home Appliances,Microwaves,7496.39,9049.52
PROD00158,Aura Refrigerators Lite 891,4,Home Appliances,Refrigerators,32020.23,40809.24
PROD00159,Apex Washing Machines Lite 843,4,Home Appliances,Washing Machines,13345.12,17696.72
PROD00160,Zenith Microwaves Plus 651,4,Home Appliances,Microwaves,20404.97,25500.75
PROD00161,Eco Microwaves Lite 990,4,Home Appliances,Microwaves,9168.79,12462.67
PROD00162,Volt Microwaves Plus 144,4,Home Appliances,Microwaves,14090.7,18203.68
PROD00163,Titan Microwaves Max 911,4,Home Appliances,Microwaves,33188.41,47932.21
PROD00164,Apex Microwaves Pro 614,4,Home Appliances,Microwaves,38683.44,48338.76
PROD00165,Eco Air Conditioners X 638,4,Home Appliances,Air Conditioners,36596.78,42254.8
PROD00166,Titan Refrigerators Max 258,4,Home Appliances,Refrigerators,4843.47,6705.58
PROD00167,Pulse Washing Machines Ultra 809,4,Home Appliances,Washing Machines,17104.37,20082.14
PROD00168,Pro Washing Machines Plus 424,4,Home Appliances,Washing Machines,25818.37,36564.79
PROD00169,Pro Sofas X 732,5,Furniture,Sofas,1957.89,2879.87
PROD00170,Volt Beds Max 192,5,Furniture,Beds,7075.6,9088.29
PROD00171,Eco Office Chairs Pro 810,5,Furniture,Office Chairs,5192.53,6543.26
PROD00172,Apex Beds Lite 467,5,Furniture,Beds,6247.78,8128.04
PROD00173,Titan Bookshelves Ultra 798,5,Furniture,Bookshelves,12095.27,15838.69
PROD00174,Urban Office Chairs Plus 734,5,Furniture,Office Chairs,10563.88,15044.91
PROD00175,Zenith Bookshelves Pro 572,5,Furniture,Bookshelves,9930.66,14010.68
PROD00176,Eco Office Chairs Lite 793,5,Furniture,Office Chairs,8652.37,11039.15
PROD00177,Urban Beds Lite 754,5,Furniture,Beds,14468.41,21581.22
PROD00178,Nova Sofas Pro 493,5,Furniture,Sofas,12946.7,16666.65
PROD00179,Urban Sofas Lite 688,5,Furniture,Sofas,5142.21,7686.31
PROD00180,Titan Office Chairs Lite 108,5,Furniture,Office Chairs,8923.01,13295.55
PROD00181,Urban Office Chairs Max 608,5,Furniture,Office Chairs,12659.74,19825.5
PROD00182,Urban Desks Lite 324,5,Furniture,Desks,9912.65,14544.95
PROD00183,Aura Desks Max 761,5,Furniture,Desks,1551.92,2368.25
PROD00184,Urban Office Chairs Lite 849,5,Furniture,Office Chairs,2839.77,4453.8
PROD00185,Titan Beds Pro 305,5,Furniture,Beds,2850.24,4100.9
PROD00186,Pro Beds Ultra 379,5,Furniture,Beds,12626.62,16918.9
PROD00187,Nova Sofas Max 991,5,Furniture,Sofas,5742.01,7408.97
PROD00188,Zenith Office Chairs Pro 980,5,Furniture,Office Chairs,10468.53,15556.68
PROD00189,Pro Sofas Lite 192,5,Furniture,Sofas,12069.55,15145.73
PROD00190,Aura Bookshelves Plus 477,5,Furniture,Bookshelves,10419.6,15476.43
PROD00191,Titan Bookshelves Max 480,5,Furniture,Bookshelves,2516.85,3352.03
PROD00192,Urban Office Chairs Ultra 435,5,Furniture,Office Chairs,13813.58,18337.23
PROD00193,Eco Office Chairs Max 409,5,Furniture,Office Chairs,10089.35,13023.7
PROD00194,Apex Office Chairs Lite 604,5,Furniture,Office Chairs,2625.69,3497.89
PROD00195,Zenith Bookshelves Plus 564,5,Furniture,Bookshelves,6194.16,9800.92
PROD00196,Titan Bookshelves Ultra 860,5,Furniture,Bookshelves,11172.39,17427.75
PROD00197,Eco Office Chairs Ultra 517,5,Furniture,Office Chairs,14146.74,19068.52
PROD00198,Volt Beds Plus 555,5,Furniture,Beds,14307.77,22168.57
PROD00199,Pulse Office Chairs Ultra 760,5,Furniture,Office Chairs,6021.43,8365.87
PROD00200,Aura Desks Plus 193,5,Furniture,Desks,10278.76,15157.03
PROD00201,Apex Bookshelves X 905,5,Furniture,Bookshelves,5669.13,9048.42
PROD00202,Volt Bookshelves X 949,5,Furniture,Bookshelves,11712.2,15489.45
PROD00203,Volt Desks Lite 892,5,Furniture,Desks,3065.76,4798.48
PROD00204,Nova Office Chairs Pro 233,5,Furniture,Office Chairs,8563.02,13096.96
PROD00205,Apex Office Chairs Pro 115,5,Furniture,Office Chairs,6015.39,9179.19
PROD00206,pulse bookshelves x 278,5,Furniture,Bookshelves,4715.15,6103.12
PROD00207,Pro Sofas X 863,5,Furniture,Sofas,1889.81,2658.77
PROD00208,Pro Beds Ultra 211,5,Furniture,Beds,7328.08,9728.33
PROD00209,Apex Bookshelves Max 902,5,Furniture,Bookshelves,13722.52,20317.79
PROD00210,Eco Beds Max 131,5,Furniture,Beds,1851.56,2624.85
PROD00211,Titan Footwear Max 210,6,Fashion,Footwear,1327.62,2824.85
PROD00212,Aura Men's Shirts Lite 722,6,Fashion,Men's Shirts,541.17,812.27
PROD00213,Urban Jackets Ultra 829,6,Fashion,Jackets,947.93,2081.36
PROD00214,Nova Jackets Plus 617,6,Fashion,Jackets,1592.48,2355.83
PROD00215,Pro Men's Shirts Max 986,6,Fashion,Men's Shirts,694.55,1223.28
PROD00216,Titan Women's Dresses Lite 947,6,Fashion,Women's Dresses,1243.05,2153.94
PROD00217,Pulse Men's Shirts Plus 420,6,Fashion,Men's Shirts,1729.75,2939.6
PROD00218,Eco Women's Dresses X 193,6,Fashion,Women's Dresses,2113.08,3115.91
PROD00219,Pulse Men's Shirts Pro 669,6,Fashion,Men's Shirts,337.96,731.78
PROD00220,Pulse Jackets Max 225,6,Fashion,Jackets,1144.86,2402.93
PROD00221,Apex Footwear Lite 714,6,Fashion,Footwear,918.63,1362.22
PROD00222,Volt Jackets Pro 772,6,Fashion,Jackets,1309.04,2719.94
PROD00223,Pro Jeans Lite 217,6,Fashion,Jeans,1953.99,3633.02
PROD00224,Pro Footwear Ultra 728,6,Fashion,Footwear,1752.45,3233.95
PROD00225,Nova Jackets X 284,6,Fashion,Jackets,828.52,1665.27
PROD00226,Pulse Jeans X 285,6,Fashion,Jeans,2200.68,4077.99
PROD00227,Aura Footwear Pro 858,6,Fashion,Footwear,1656.3,2359.44
PROD00228,Volt Jackets Plus 529,6,Fashion,Jackets,1243.39,1897.32
PROD00229,pulse jeans ultra 710,6,Fashion,Jeans,395.4,570.2
PROD00230,Urban Women's Dresses X 790,6,Fashion,Women's Dresses,387.64,680.11
PROD00231,Eco Footwear Ultra 552,6,Fashion,Footwear,1152.62,1812.45
PROD00232,Aura Jackets Lite 540,6,Fashion,Jackets,455.05,883.96
PROD00233,Eco Jackets Ultra 783,6,Fashion,Jackets,909.36,1433.54
PROD00234,Apex Jackets X 309,6,Fashion,Jackets,893.26,1401.52
PROD00235,Nova Women's Dresses Lite 435,6,Fashion,Women's Dresses,475.96,855.74
PROD00236,Zenith Footwear Pro 489,6,Fashion,Footwear,1424.94,2257.23
PROD00237,Pulse Jackets X 506,6,Fashion,Jackets,2182.06,3128.73
PROD00238,Eco Men's Shirts X 982,6,Fashion,Men's Shirts,920.04,1604.02
PROD00239,Titan Footwear Lite 217,6,Fashion,Footwear,1131.57,2458.87
PROD00240,Urban Women's Dresses Plus 951,6,Fashion,Women's Dresses,1786.1,3017.59
PROD00241,Aura Footwear Pro 546,6,Fashion,Footwear,1554.4,2827.73
PROD00242,Nova Footwear Max 447,6,Fashion,Footwear,709.62,1435.76
PROD00243,Pro Men's Shirts Max 216,6,Fashion,Men's Shirts,1420.39,2208.88
PROD00244,Pulse Jeans Max 938,6,Fashion,Jeans,1684.52,2557.36
PROD00245,Zenith Men's Shirts Lite 302,6,Fashion,Men's Shirts,599.05,911.93
PROD00246,Zenith Men's Shirts Max 605,6,Fashion,Men's Shirts,1267.09,2345.37
PROD00247,Eco Jackets Max 678,6,Fashion,Jackets,1678.88,3675.45
PROD00248,Pulse Jeans Pro 550,6,Fashion,Jeans,357.06,626.2
PROD00249,Nova Jeans Ultra 157,6,Fashion,Jeans,1009.47,1473.17
PROD00250,Eco Footwear X 158,6,Fashion,Footwear,1048.1,1708.04
PROD00251,Urban Men's Shirts Ultra 619,6,Fashion,Men's Shirts,1084.31,2021.44
PROD00252,Eco Men's Shirts Ultra 767,6,Fashion,Men's Shirts,632.95,1192.48
PROD00253,Apex Haircare Plus 205,7,Beauty,Haircare,2065.22,4274.81
PROD00254,Pro Skincare Max 276,7,Beauty,Skincare,290.03,570.22
PROD00255,Pro Makeup Ultra 724,7,Beauty,Makeup,565.12,959.73
PROD00256,Titan Fragrances Plus 893,7,Beauty,Fragrances,978.24,1837.45
PROD00257,Aura Fragrances Lite 196,7,Beauty,Fragrances,1483.32,2535.36
PROD00258,Urban Fragrances Pro 441,7,Beauty,Fragrances,387.45,748.13
PROD00259,Nova Fragrances Max 815,7,Beauty,Fragrances,1722.91,2589.81
PROD00260,Nova Skincare Ultra 485,7,Beauty,Skincare,1680.03,2793.53
PROD00261,Pro Haircare X 761,7,Beauty,Haircare,1742.05,3147.52
PROD00262,Pulse Skincare Lite 284,7,Beauty,Skincare,2387.69,3995.53
PROD00263,Volt Makeup Pro 240,7,Beauty,Makeup,556.37,910.58
PROD00264,Pro Skincare Ultra 955,7,Beauty,Skincare,1898.88,3458.29
PROD00265,Urban Fragrances Pro 711,7,Beauty,Fragrances,1066.46,1631.46
PROD00266,Eco Haircare X 520,7,Beauty,Haircare,1037.89,2050.52
PROD00267,Urban Makeup Lite 870,7,Beauty,Makeup,1921.63,3380.43
PROD00268,Nova Haircare Plus 955,7,Beauty,Haircare,646.24,1255.41
PROD00269,Eco Makeup Lite 896,7,Beauty,Makeup,1078.31,1964.64
PROD00270,Volt Haircare Ultra 241,7,Beauty,Haircare,2207.9,3183.23
PROD00271,pulse makeup ultra 205,7,Beauty,Makeup,1836.22,3328.57
PROD00272,Nova Skincare X 881,7,Beauty,Skincare,568.72,1000.63
PROD00273,Titan Haircare X 327,7,Beauty,Haircare,2078.42,4380.69
PROD00274,Titan Skincare X 505,7,Beauty,Skincare,1354.62,2151.97
PROD00275,Pulse Skincare Pro 128,7,Beauty,Skincare,932.98,1380.12
PROD00276,Zenith Fragrances Pro 139,7,Beauty,Fragrances,859.82,1774.51
PROD00277,Eco Haircare Plus 730,7,Beauty,Haircare,212.08,310.35
PROD00278,Volt Fragrances Pro 661,7,Beauty,Fragrances,2362.52,4458.32
PROD00279,Aura Makeup Lite 343,7,Beauty,Makeup,892.65,1283.81
PROD00280,Urban Makeup Plus 164,7,Beauty,Makeup,454.97,966.42
PROD00281,Pro Skincare Ultra 347,7,Beauty,Skincare,1852.65,3025.41
PROD00282,Urban Skincare Lite 346,7,Beauty,Skincare,1512.53,2344.19
PROD00283,Pro Skincare Lite 169,7,Beauty,Skincare,2392.83,4391.48
PROD00284,Titan Skincare Plus 144,7,Beauty,Skincare,1662.04,3631.28
PROD00285,Apex Fragrances Lite 907,7,Beauty,Fragrances,355.39,566.1
PROD00286,Urban Skincare Max 874,7,Beauty,Skincare,964.79,1384.93
PROD00287,Zenith Fragrances Max 575,7,Beauty,Fragrances,2455.88,4378.41
PROD00288,Zenith Haircare X 833,7,Beauty,Haircare,1985.24,3506.22
PROD00289,Volt Fragrances X 910,7,Beauty,Fragrances,658.78,944.38
PROD00290,Pro Fragrances Plus 934,7,Beauty,Fragrances,1448.97,2322.19
PROD00291,Nova Haircare Lite 982,7,Beauty,Haircare,1995.94,4176.77
PROD00292,Nova Fragrances X 918,7,Beauty,Fragrances,1046.44,2209.66
PROD00293,Titan Makeup Lite 291,7,Beauty,Makeup,1341.27,2411.62
PROD00294,Aura Fragrances Max 534,7,Beauty,Fragrances,381.53,718.03
PROD00295,Pro Yoga Mats Lite 428,8,Sports,Yoga Mats,2436.37,3325.09
PROD00296,Nova Cricket Gear Plus 717,8,Sports,Cricket Gear,11047.28,14453.44
PROD00297,Pulse Cycling Plus 143,8,Sports,Cycling,11175.4,17534.9
PROD00298,Nova Cycling Max 910,8,Sports,Cycling,14270.66,18213.14
PROD00299,Pulse Cycling Ultra 920,8,Sports,Cycling,11498.57,15017.08
PROD00300,Zenith Fitness Equipment Ultra 794,8,Sports,Fitness Equipment,11938.37,15068.36
PROD00301,Volt Fitness Equipment Max 475,8,Sports,Fitness Equipment,6070.11,9604.81
PROD00302,urban fitness equipment pro 795,8,Sports,Fitness Equipment,7298.92,10071.32
PROD00303,Aura Cycling Ultra 240,8,Sports,Cycling,8412.44,11687.5
PROD00304,Volt Cricket Gear X 126,8,Sports,Cricket Gear,11299.45,16097.93
PROD00305,Pro Cycling X 368,8,Sports,Cycling,11849.5,17731.75
PROD00306,Urban Yoga Mats Lite 810,8,Sports,Yoga Mats,13830.7,19666.16
PROD00307,Zenith Fitness Equipment X 562,8,Sports,Fitness Equipment,3417.19,5124.69
PROD00308,Pulse Fitness Equipment Max 455,8,Sports,Fitness Equipment,10933.57,15771.66
PROD00309,Nova Cricket Gear Pro 828,8,Sports,Cricket Gear,10933.89,16347.01
PROD00310,Pulse Yoga Mats Ultra 329,8,Sports,Yoga Mats,2699.07,3563.7
PROD00311,Volt Yoga Mats Plus 126,8,Sports,Yoga Mats,6052.55,8778.0
PROD00312,Pro Cycling Pro 726,8,Sports,Cycling,13379.45,17032.2
PROD00313,Eco Cycling Ultra 520,8,Sports,Cycling,11768.3,18101.64
PROD00314,Zenith Fitness Equipment Lite 757,8,Sports,Fitness Equipment,2038.31,2880.22
PROD00315,Zenith Cricket Gear Ultra 755,8,Sports,Cricket Gear,9229.0,14016.31
PROD00316,Titan Yoga Mats Ultra 989,8,Sports,Yoga Mats,1775.78,2296.89
PROD00317,Nova Yoga Mats Pro 265,8,Sports,Yoga Mats,5517.25,8266.31
PROD00318,Pro Cricket Gear Lite 966,8,Sports,Cricket Gear,2104.04,2774.61
PROD00319,Zenith Cricket Gear Max 410,8,Sports,Cricket Gear,9602.0,12316.48
