order_id,customer_id,order_date,shipping_date,shipping_method,location_id,order_status
ORD000128,CUST02739,2025-07-15,2025-07-18,Standard,LOC0046,Delivered
ORD000129,CUST04633,2023-12-09,2023-12-13,Standard,LOC0019,Delivered
ORD000130,CUST00799,2025-04-09,2025-04-11,Standard,LOC0098,Delivered
ORD000131,CUST02452,2024-12-22,2024-12-23,Express,LOC0142,Delivered
ORD000132,CUST02570,2025-01-18,2025-01-21,Standard,LOC0059,Delivered
ORD000133,CUST02169,2023-11-25,2023-11-27,Standard,LOC0082,Delivered
ORD000134,CUST01363,2024-01-06,2024-01-07,Express,LOC0020,Shipped
ORD000135,CUST00559,2025-10-30,2025-10-31,Express,LOC0144,Delivered
ORD000136,CUST04354,2025-07-23,2025-07-27,Standard,LOC0105,Returned
ORD000137,CUST03970,2024-08-04,2024-08-07,Standard,LOC0058,Delivered
ORD000138,CUST00985,2025-06-17,2025-06-21,Standard,LOC0139,Delivered
ORD000139,CUST02452,2025-05-20,2025-05-23,Standard,LOC0142,Delivered
ORD000140,CUST03657,2025-08-20,2025-08-21,Express,LOC0114,Delivered
ORD000141,CUST02357,2025-07-06,2025-07-06,Same Day,LOC0105,Delivered
ORD000142,CUST01708,2025-08-19,2025-08-21,Standard,LOC0086,Delivered
ORD000143,CUST04413,2025-12-31,2026-01-02,Standard,LOC0116,Delivered
ORD000144,CUST04718,2025-12-04,2025-12-04,Same Day,LOC0144,Delivered
ORD000145,CUST02718,2023-03-31,2023-04-04,Standard,LOC0110,Delivered
ORD000146,CUST03408,2024-08-27,2024-08-29,Standard,LOC0084,Delivered
ORD000147,CUST04609,2023-02-26,2023-02-28,Standard,LOC0120,Delivered
ORD000148,CUST02721,2025-05-17,2025-05-21,Standard,LOC0006,Returned
ORD000149,CUST03469,2025-06-14,2025-06-14,Same Day,LOC0079,Delivered
ORD000150,CUST01445,2025-04-29,2025-05-03,Standard,LOC0067,Delivered
ORD000151,CUST00532,2025-07-14,2025-07-16,Standard,LOC0128,Delivered
ORD000152,CUST04107,2024-10-06,2024-10-09,Standard,LOC0103,Delivered
ORD000153,CUST00954,2024-09-14,2024-09-18,Standard,LOC0002,Delivered
ORD000154,CUST03642,2024-04-15,2024-04-17,Standard,LOC0105,Delivered
ORD000155,CUST04454,2025-07-03,2025-07-05,Standard,LOC0038,Delivered
ORD000156,CUST04164,2024-02-19,2024-02-23,Standard,LOC0061,Delivered
ORD000157,CUST03470,2025-05-02,2025-05-05,Standard,LOC0092,Delivered
ORD000158,CUST02084,2024-09-12,2024-09-15,Standard,LOC0092,Delivered
ORD000159,CUST00056,2023-11-25,2023-11-28,Standard,LOC0031,Delivered
ORD000160,CUST04909,2024-10-03,2024-10-04,Express,LOC0071,Shipped
ORD000161,CUST00008,2023-09-06,2023-09-10,Standard,LOC0059,Delivered
ORD000162,CUST00314,2024-10-12,,Express,LOC0110,Cancelled
ORD000163,CUST01836,2024-10-07,2024-10-11,Standard,LOC0048,Shipped
ORD000164,CUST01456,2025-04-08,2025-04-10,Standard,LOC0094,Delivered
ORD000165,CUST03885,2025-11-16,2025-11-20,Standard,LOC0129,Delivered
ORD000166,CUST04107,2025-12-07,2025-12-09,Standard,LOC0103,Delivered
ORD000167,CUST04967,2025-03-10,2025-03-13,Standard,LOC0054,Delivered
ORD000168,CUST03595,2025-08-12,2025-08-14,Standard,LOC0111,Returned
ORD000169,CUST01818,2024-10-01,2024-10-04,Standard,LOC0022,Delivered
ORD000170,CUST02277,2025-07-08,2025-07-11,Standard,LOC0086,Delivered
ORD000171,CUST02145,2025-09-02,2025-09-06,Standard,LOC0006,Delivered
ORD000172,CUST03942,2025-05-03,2025-05-07,Standard,LOC0102,Delivered
ORD000173,CUST02149,2025-09-15,2025-09-17,Standard,LOC0144,Delivered
ORD000174,CUST03697,2025-08-13,2025-08-16,Standard,LOC0141,Delivered
ORD000175,CUST01249,2025-08-06,2025-08-06,Same Day,LOC0086,Delivered
ORD000176,CUST00716,2025-07-09,2025-07-13,Standard,LOC0067,Delivered
ORD000177,CUST02724,2025-05-04,2025-05-08,Standard,LOC0038,Delivered
ORD000178,CUST03028,2025-10-20,2025-10-22,Standard,LOC0101,Shipped
ORD000179,CUST01197,2025-01-09,2025-01-12,Standard,LOC0088,Delivered
ORD000180,CUST04502,2023-10-27,2023-10-28,Express,LOC0018,Delivered
ORD000181,CUST01085,2025-12-24,2025-12-28,Standard,LOC0143,Delivered
ORD000182,CUST02928,2025-08-13,2025-08-13,Same Day,LOC0112,Delivered
ORD000183,CUST03129,2024-02-22,2024-02-26,Standard,LOC0109,Delivered
ORD000184,CUST03060,2025-12-14,,Standard,LOC0019,Cancelled
ORD000185,CUST02282,2025-11-13,2025-11-14,Express,LOC0104,Delivered
ORD000186,CUST03715,2024-09-29,2024-09-30,Express,LOC0084,Delivered
ORD000187,CUST03295,2024-08-05,2024-08-09,Standard,LOC0084,Returned
ORD000188,CUST02499,2023-12-19,2023-12-23,Standard,LOC0138,Delivered
ORD000189,CUST04206,2024-12-15,2024-12-18,Standard,LOC0074,Shipped
ORD000190,CUST02624,2025-08-15,2025-08-17,Standard,LOC0056,Delivered
ORD000191,CUST04905,2025-04-28,2025-04-29,Express,LOC0098,Delivered
ORD000192,CUST01045,2025-10-25,2025-10-27,Standard,LOC0049,Shipped
ORD000193,CUST00541,2024-03-29,2024-04-01,Standard,LOC0138,Delivered
ORD000194,CUST03020,2025-11-27,2025-11-29,Standard,LOC0061,Delivered
ORD000195,CUST03804,2025-03-20,2025-03-21,Express,LOC0049,Delivered
ORD000196,CUST00428,2023-07-17,2023-07-19,Standard,LOC0028,Delivered
ORD000197,CUST00569,2023-12-06,2023-12-10,Standard,LOC0008,Shipped
ORD000198,CUST01470,2023-08-06,2023-08-08,Standard,LOC0120,Delivered
ORD000199,CUST02864,2024-11-20,2024-11-23,Standard,LOC0016,Delivered
ORD000200,CUST02246,2025-07-28,2025-07-29,Express,LOC0119,Shipped
ORD000201,CUST04469,2024-07-13,2024-07-17,Standard,LOC0065,Delivered
ORD000202,CUST01334,2024-10-26,,Standard,LOC0022,Cancelled
ORD000203,CUST01617,2025-01-07,2025-01-08,Express,LOC0142,Delivered
ORD000204,CUST01913,2025-06-04,2025-06-07,Standard,LOC0138,Shipped
ORD000205,CUST04060,2024-04-02,2024-04-05,Standard,LOC0012,Shipped
ORD000206,CUST01551,2025-07-24,2025-07-27,Standard,LOC0014,Delivered
ORD000207,CUST02763,2025-03-11,2025-03-15,Standard,LOC0132,Delivered
ORD000208,CUST04510,2025-12-07,2025-12-08,Express,LOC0016,Delivered
ORD000209,CUST03109,2025-08-29,2025-08-31,Standard,LOC0096,Shipped
ORD000210,CUST03618,2025-04-27,2025-04-30,Standard,LOC0022,Delivered
ORD000211,CUST03396,2025-07-29,2025-07-31,Standard,LOC0042,Delivered
ORD000212,CUST04634,2023-08-20,2023-08-24,Standard,LOC0009,Delivered
ORD000213,CUST03834,2025-02-12,2025-02-15,Standard,LOC0022,Shipped
ORD000214,CUST03956,2023-12-08,2023-12-12,Standard,LOC0139,Delivered
ORD000215,CUST02237,2023-11-15,2023-11-16,Express,LOC0052,Delivered
ORD000216,CUST00113,2023-11-14,2023-11-18,Standard,LOC0025,Delivered
ORD000217,CUST01469,2025-09-01,2025-09-04,Standard,LOC0081,Delivered
ORD000218,CUST01564,2025-02-21,2025-02-24,Standard,LOC0071,Shipped
ORD000219,CUST01606,2025-08-13,2025-08-16,Standard,LOC0095,Delivered
ORD000220,CUST02263,2025-05-06,2025-05-09,Standard,LOC0070,Delivered
ORD000221,CUST01728,2024-08-20,2024-08-22,Standard,LOC0037,Delivered
ORD000222,CUST03986,2025-03-25,2025-03-29,Standard,LOC0063,Returned
ORD000223,CUST01089,2025-08-15,2025-08-17,Standard,LOC0085,Delivered
ORD000224,CUST04036,2023-08-08,2023-08-12,Standard,LOC0091,Delivered
ORD000225,CUST01352,2024-12-31,2025-01-02,Standard,LOC0036,Delivered
ORD000226,CUST04556,2025-10-15,2025-10-18,Standard,LOC0111,Delivered
ORD000227,CUST01976,2025-05-26,2025-05-30,Standard,LOC0107,Delivered
ORD000228,CUST01875,2024-10-03,,Standard,LOC0102,Cancelled
ORD000229,CUST00595,2024-03-05,2024-03-07,Standard,LOC0058,Delivered
ORD000230,CUST01955,2023-01-22,2023-01-24,Standard,LOC0097,Returned
ORD000231,CUST04480,2024-08-05,2024-08-06,Express,LOC0027,Delivered
ORD000232,CUST00496,2025-05-19,2025-05-21,Standard,LOC0004,Delivered
ORD000233,CUST03038,2024-12-12,2024-12-13,Express,LOC0117,Shipped
ORD000234,CUST03618,2025-03-06,,Standard,LOC0022,Processing
ORD000235,CUST03642,2024-11-30,2024-12-04,Standard,LOC0105,Delivered
ORD000236,CUST02074,2025-04-16,2025-04-18,Standard,LOC0018,Delivered
ORD000237,CUST03793,2025-09-04,2025-09-07,Standard,LOC0035,Delivered
ORD000238,CUST01479,2023-12-10,2023-12-10,Same Day,LOC0005,Delivered
ORD000239,CUST04720,2025-01-19,2025-01-20,Express,LOC0043,Delivered
ORD000240,CUST02352,2025-02-27,2025-03-01,Standard,LOC0060,Delivered
ORD000241,CUST02383,2024-08-24,2024-08-25,Express,LOC0046,Delivered
ORD000242,CUST03816,2024-03-27,2024-03-28,Express,LOC0088,Delivered
ORD000243,CUST00166,2023-09-10,,Express,LOC0044,Cancelled
ORD000244,CUST01616,2024-12-14,2024-12-15,Express,LOC0021,Delivered
ORD000245,CUST00095,2025-01-10,2025-01-14,Standard,LOC0054,Delivered
ORD000246,CUST01221,2025-07-11,2025-07-13,Standard,LOC0087,Delivered
ORD000247,CUST01997,2025-07-12,,Standard,LOC0091,Cancelled
ORD000248,CUST01665,2024-09-25,2024-09-29,Standard,LOC0103,Shipped
ORD000249,CUST00447,2024-10-29,2024-11-01,Standard,LOC0036,Delivered
ORD000250,CUST01356,2025-12-16,2025-12-19,Standard,LOC0005,Delivered
ORD000251,CUST00070,2025-10-10,2025-10-10,Same Day,LOC0063,Delivered
ORD000252,CUST00532,2024-10-05,2024-10-07,Standard,LOC0128,Returned
ORD000253,CUST00672,2024-11-08,2024-11-12,Standard,LOC0114,Delivered
ORD000254,CUST04002,2025-07-16,2025-07-20,Standard,LOC0013,Delivered
ORD000255,CUST01066,2025-12-10,2025-12-13,Standard,LOC0124,Delivered
ORD000256,CUST02233,2024-05-19,2024-05-23,Standard,LOC0143,Delivered
ORD000257,CUST02646,2025-06-11,2025-06-14,Standard,LOC0094,Delivered
ORD000258,CUST04579,2025-10-27,2025-10-28,Express,LOC0012,Delivered
ORD000259,CUST00461,2025-11-14,,Standard,LOC0135,Processing
ORD000260,CUST02619,2024-08-14,2024-08-14,Same Day,LOC0136,Delivered
ORD000261,CUST00639,2025-02-11,2025-02-13,Standard,LOC0018,Delivered
ORD000262,CUST00507,2025-09-01,2025-09-01,Same Day,LOC0140,Shipped
ORD000263,CUST00509,2025-06-04,2025-06-05,Express,LOC0083,Delivered
ORD000264,CUST02755,2024-08-17,2024-08-18,Express,LOC0021,Delivered
ORD000265,CUST04257,2024-04-20,2024-04-23,Standard,LOC0025,Delivered
ORD000266,CUST01682,2025-11-25,2025-11-29,Standard,LOC0114,Delivered
ORD000267,CUST02105,2025-05-01,2025-05-02,Express,LOC0115,Delivered
ORD000268,CUST01640,2024-03-22,2024-03-25,Standard,LOC0067,Returned
ORD000269,CUST01184,2025-04-21,2025-04-25,Standard,LOC0032,Returned
ORD000270,CUST03984,2025-12-08,2025-12-10,Standard,LOC0064,Delivered
ORD000271,CUST02747,2024-10-20,2024-10-22,Standard,LOC0069,Delivered
ORD000272,CUST00825,2025-06-13,2025-06-15,Standard,LOC0006,Delivered
ORD000273,CUST01197,2025-11-12,2025-11-14,Standard,LOC0088,Delivered
ORD000274,CUST02136,2025-03-14,2025-03-17,Standard,LOC0094,Shipped
ORD000275,CUST01349,2024-11-08,2024-11-11,Standard,LOC0110,Returned
ORD000276,CUST03953,2025-08-16,,Standard,LOC0073,Cancelled
ORD000277,CUST02353,2025-06-09,2025-06-12,Standard,LOC0142,Delivered
ORD000278,CUST00844,2025-01-16,,Express,LOC0084,Cancelled
ORD000279,CUST03503,2025-11-06,2025-11-07,Express,LOC0069,Delivered
ORD000280,CUST00492,2024-05-13,2024-05-16,Standard,LOC0146,Shipped
ORD000281,CUST03387,2025-09-17,2025-09-21,Standard,LOC0115,Delivered
ORD000282,CUST02604,2025-07-24,2025-07-26,Standard,LOC0135,Delivered
ORD000283,CUST03575,2023-03-23,2023-03-27,Standard,LOC0127,Delivered
ORD000284,CUST01600,2024-12-08,2024-12-08,Same Day,LOC0034,Delivered
ORD000285,CUST04996,2025-09-04,2025-09-05,Express,LOC0094,Delivered
ORD000286,CUST00878,2025-03-12,,Standard,LOC0020,Cancelled
ORD000287,CUST02626,2025-11-25,2025-11-29,Standard,LOC0037,Delivered
ORD000288,CUST04668,2023-08-11,,Standard,LOC0063,Cancelled
ORD000289,CUST02194,2024-11-26,2024-11-29,Standard,LOC0045,Delivered
ORD000290,CUST01313,2024-06-06,2024-06-10,Standard,LOC0113,Delivered
ORD000291,CUST00200,2024-04-18,2024-04-20,Standard,LOC0004,Delivered
ORD000292,CUST01338,2023-08-19,2023-08-21,Standard,LOC0140,Delivered
ORD000293,CUST00917,2024-04-11,,Express,LOC0148,Processing
ORD000294,CUST00848,2025-10-14,2025-10-17,Standard,LOC0082,Delivered
ORD000295,CUST01935,2025-07-07,,Express,LOC0081,Cancelled
ORD000296,CUST01465,2024-06-26,2024-06-26,Same Day,LOC0017,Returned
ORD000297,CUST03650,2025-10-17,2025-10-20,Standard,LOC0023,Delivered
ORD000298,CUST01665,2024-07-08,2024-07-12,Standard,LOC0103,Delivered
ORD000299,CUST03650,2024-06-17,,Same Day,LOC0023,Cancelled
ORD000300,CUST04172,2025-08-20,2025-08-23,Standard,LOC0131,Delivered
ORD000301,CUST01210,2025-02-07,2025-02-08,Express,LOC0058,Delivered
ORD000302,CUST01012,2025-02-04,2025-02-08,Standard,LOC0093,Returned
ORD000303,CUST03660,2023-11-10,2023-11-14,Standard,LOC0093,Delivered
ORD000304,CUST00155,2023-12-15,,Standard,LOC0044,Cancelled
ORD000305,CUST04455,2024-03-25,2024-03-27,Standard,LOC0002,Delivered
ORD000306,CUST04246,2025-11-21,2025-11-25,Standard,LOC0141,Delivered
ORD000307,CUST04395,2023-07-02,2023-07-04,Standard,LOC0037,Delivered
ORD000308,CUST01477,2025-04-21,2025-04-24,Standard,LOC0148,Delivered
ORD000309,CUST02248,2025-07-11,2025-07-13,Standard,LOC0086,Delivered
ORD000310,CUST02907,2025-10-12,2025-10-14,Standard,LOC0130,Delivered
ORD000311,CUST04600,2024-07-18,2024-07-21,Standard,LOC0101,Delivered
ORD000312,CUST00768,2025-11-12,2025-11-14,Standard,LOC0026,Delivered
ORD000313,CUST02735,2024-03-03,2024-03-05,Standard,LOC0065,Delivered
ORD000314,CUST03974,2023-10-31,2023-11-03,Standard,LOC0115,Delivered
ORD000315,CUST02167,2024-11-26,2024-11-30,Standard,LOC0088,Delivered
ORD000316,CUST01592,2025-06-29,2025-07-03,Standard,LOC0092,Delivered
ORD000317,CUST04550,2024-11-14,2024-11-15,Express,LOC0063,Delivered
ORD000318,CUST03125,2024-08-04,2024-08-06,Standard,LOC0004,Delivered
ORD000319,CUST03337,2025-02-03,2025-02-07,Standard,LOC0038,Delivered
ORD000320,CUST04714,2024-08-03,2024-08-04,Express,LOC0055,Delivered
ORD000321,CUST04287,2025-01-20,2025-01-21,Express,LOC0076,Delivered
ORD000322,CUST00532,2025-06-24,2025-06-25,Express,LOC0128,Delivered
ORD000323,CUST01198,2025-07-04,2025-07-08,Standard,LOC0060,Delivered
ORD000324,CUST02498,2025-02-28,2025-03-01,Express,LOC0088,Delivered
ORD000325,CUST03435,2025-02-19,2025-02-22,Standard,LOC0065,Delivered
ORD000326,CUST04744,2025-02-28,2025-03-03,Standard,LOC0050,Delivered
ORD000327,CUST04634,2025-05-24,2025-05-27,Standard,LOC0009,Delivered
ORD000328,CUST03697,2025-02-28,2025-03-02,Standard,LOC0141,Delivered
ORD000329,CUST03403,2024-03-04,2024-03-08,Standard,LOC0117,Delivered
ORD000330,CUST00610,2025-01-14,2025-01-14,Same Day,LOC0095,Delivered
ORD000331,CUST02852,2024-05-15,2024-05-17,Standard,LOC0020,Delivered
ORD000332,CUST00861,2025-08-14,2025-08-17,Standard,LOC0109,Delivered
ORD000333,CUST03702,2024-09-22,2024-09-24,Standard,LOC0121,Delivered
ORD000334,CUST00532,2024-02-20,2024-02-21,Express,LOC0128,Delivered
ORD000335,CUST01420,2025-06-27,,Express,LOC0094,Processing
ORD000336,CUST00808,2025-05-27,2025-05-31,Standard,LOC0020,Returned
ORD000337,CUST04645,2025-01-25,2025-01-28,Standard,LOC0052,Delivered
ORD000338,CUST03860,2025-01-18,2025-01-21,Standard,LOC0120,Delivered
ORD000339,CUST02532,2024-02-03,2024-02-04,Express,LOC0053,Delivered
ORD000340,CUST04557,2025-06-04,2025-06-08,Standard,LOC0129,Delivered
ORD000341,CUST04760,2024-11-11,2024-11-15,Standard,LOC0019,Delivered
ORD000342,CUST00447,2023-01-07,2023-01-07,Same Day,LOC0036,Delivered
ORD000343,CUST03650,2023-06-12,2023-06-15,Standard,LOC0023,Returned
ORD000344,CUST02066,2025-08-06,2025-08-10,Standard,LOC0104,Delivered
ORD000345,CUST03097,2025-05-14,2025-05-17,Standard,LOC0087,Delivered
